Longitude,Latitude,TotalRooms,TotalBedrooms,Population,Households,HousingMedianAge,MedianIncome,OceanProximity,TargetMedianHouseValue,TargetLogistic,TargetSoftmax
-120.41,37.16,1684,341,1052,312,21,2.0809,INLAND,95800,0,0
-118.3,33.94,3504,862,2521,836,36,2.5679,<1H OCEAN,114900,0,0
-117.9,33.63,4486,554,1598,549,26,10.1454,<1H OCEAN,500001,1,2
-118.15,33.93,1948,433,1128,429,25,3.7614,<1H OCEAN,255900,1,2
-119.69,34.41,1208,357,603,297,44,2.6103,<1H OCEAN,500000,1,2
-117.26,33.06,2660,352,1226,366,11,7.6832,NEAR OCEAN,319800,1,2
-117.18,32.68,1539,344,556,289,29,3.25,NEAR OCEAN,500001,1,2
-117.09,32.56,864,156,626,172,8,4.8984,NEAR OCEAN,151500,0,1
-122.41,37.8,812,252,629,247,52,2.5875,NEAR BAY,500001,1,2
-121.92,37.45,3937,1054,2032,1002,10,3.2617,<1H OCEAN,252200,1,2
-122.3,37.87,3123,749,1695,684,52,2.2208,NEAR BAY,144800,0,1
-118.18,33.79,1255,360,1201,318,20,1.2206,NEAR OCEAN,162500,0,1
-117.67,33.56,3289,728,1345,632,4,4.6863,<1H OCEAN,184400,1,1
-122.28,37.85,1130,244,607,239,49,2.4597,NEAR BAY,93800,0,0
-122.24,37.86,1668,225,517,214,52,7.8521,NEAR BAY,500001,1,2
-118.19,33.95,1368,309,1244,312,41,3.0833,<1H OCEAN,164800,0,1
-119.03,35.42,2952,598,1491,568,38,2.6094,INLAND,67900,0,0
-118.12,34.18,2344,513,1537,481,47,3.4777,INLAND,230600,1,1
-117.66,33.64,3173,501,1555,520,17,6.7079,<1H OCEAN,250800,1,2
-117.69,34.06,1881,433,1337,417,25,2.5536,INLAND,144000,0,1
-118.67,34.16,16544,2206,6214,2118,17,9.1228,<1H OCEAN,500001,1,2
-118.42,33.93,4603,993,2191,943,28,4.5743,<1H OCEAN,382200,1,2
-117.92,33.82,2360,405,1479,386,36,4.3583,<1H OCEAN,187200,1,1
-122.2,37.48,733,155,652,140,41,5.1654,NEAR BAY,233600,1,1
-116.32,34.1,4256,861,1403,686,10,2.6618,INLAND,81000,0,0
-119.78,36.76,1343,322,1063,342,50,1.75,INLAND,49800,0,0
-122.95,39.13,380,69,225,72,17,3.25,INLAND,137500,0,0
-121.99,37.36,2677,644,1469,633,33,3.2048,<1H OCEAN,261800,1,2
-118.22,33.9,1007,260,1112,238,30,1.7262,<1H OCEAN,115600,0,0
-118.14,33.86,1703,325,845,308,36,5.0106,<1H OCEAN,210800,1,1
-118.28,33.74,1853,556,2090,539,44,1.8584,NEAR OCEAN,248100,1,2
-118.34,33.93,1254,399,1281,386,32,2.2976,<1H OCEAN,155700,0,1
-121.67,39.14,2264,390,1056,403,22,3.6111,INLAND,112300,0,0
-121.4,38.61,1994,347,782,355,37,4.1488,INLAND,136400,0,0
-118.36,34.08,3110,764,1557,763,40,1.9937,<1H OCEAN,367100,1,2
-117.24,32.75,2831,669,1279,660,36,2.9896,NEAR OCEAN,252700,1,2
-122.19,37.77,2170,428,1086,425,52,3.3715,NEAR BAY,143900,0,1
-117.33,33.23,1905,416,1258,388,15,3.33,NEAR OCEAN,127900,0,0
-115.6,32.87,1629,317,1005,312,3,4.1293,INLAND,83200,0,0
-118.09,34.03,3797,597,2043,614,27,5.5,<1H OCEAN,276800,1,2
-118.02,34.06,2929,970,3792,817,26,2.2577,<1H OCEAN,173800,0,1
-118.18,34.22,1983,298,853,271,40,5.9845,<1H OCEAN,241700,1,2
-120.95,38.69,3421,563,1689,545,10,5.2032,INLAND,217100,1,1
-118.08,33.89,2131,435,2045,426,33,4,<1H OCEAN,145700,0,1
-118.2,34.04,1249,307,1223,297,52,2.07,<1H OCEAN,136300,0,0
-119.83,36.8,6101,1200,3407,1134,16,3.125,INLAND,80800,0,0
-117.32,33.51,966,133,311,92,4,5.2066,<1H OCEAN,500001,1,2
-118.28,34.08,1618,522,1454,440,42,3.1607,<1H OCEAN,182000,1,1
-118.55,34.28,8879,,3468,1200,16,8.1125,<1H OCEAN,428600,1,2
-121.61,37.03,6529,1010,3071,977,5,5.6754,<1H OCEAN,298500,1,2
-120.69,35.62,3044,652,1456,608,43,2.4567,<1H OCEAN,140000,0,0
-119.71,34.4,1846,358,748,329,36,4.2283,NEAR OCEAN,326800,1,2
-119.83,36.71,355,81,233,75,43,2.4167,INLAND,73900,0,0
-121.62,36.74,1337,253,838,247,30,5.0374,<1H OCEAN,165400,0,1
-119.26,36.61,560,90,310,113,33,2.5417,INLAND,118800,0,0
-122.38,40.56,2281,408,1164,420,23,3.5347,INLAND,101200,0,0
-121.99,39.15,6440,1204,3266,1142,17,2.7137,INLAND,72000,0,0
-115.57,32.78,2321,367,1173,360,29,4.0375,INLAND,86400,0,0
-122.23,39.75,2026,396,1031,382,16,1.9375,INLAND,73100,0,0
-118.09,34.11,1883,275,764,289,45,6.5078,<1H OCEAN,414800,1,2
-121.35,38.68,7923,1558,3789,1473,18,3.5403,INLAND,98600,0,0
-123.2,39.14,1620,396,878,399,17,1.8042,<1H OCEAN,109200,0,0
-118.33,33.99,2224,550,1598,545,43,2.8274,<1H OCEAN,122500,0,0
-116.95,33.76,6890,1702,3141,1451,10,1.7079,INLAND,95900,0,0
-121.99,37.96,3324,479,1470,461,16,7.6166,INLAND,260400,1,2
-117.1,32.83,1049,154,467,160,16,6.2047,<1H OCEAN,248100,1,2
-117.97,33.83,2035,564,1118,503,16,3.2546,<1H OCEAN,187500,1,1
-118.27,33.95,1529,358,1154,357,39,1.2091,<1H OCEAN,97900,0,0
-122.25,37.49,2607,477,1225,461,43,4.224,NEAR OCEAN,349600,1,2
-117.17,32.81,3064,506,1355,488,33,4.22,NEAR OCEAN,178700,1,1
-122.29,37.55,3789,874,2243,866,27,4.39,NEAR OCEAN,270100,1,2
-121.79,37.33,3611,614,2381,642,18,5.6345,<1H OCEAN,231000,1,1
-119.42,35.19,890,172,483,170,26,4.15,INLAND,68200,0,0
-118.49,34.03,4949,1293,1985,1244,31,4.252,<1H OCEAN,436700,1,2
-122.13,37.67,1748,318,914,317,40,3.8676,NEAR BAY,184000,1,1
-117.25,34.07,3067,706,2140,687,21,2.4432,INLAND,78800,0,0
-120.9,35.69,5020,909,2105,796,14,3.8158,<1H OCEAN,248700,1,2
-124.02,40.72,3513,634,1658,598,28,3.8095,<1H OCEAN,119900,0,0
-118.25,34.16,5131,1436,2690,1371,24,2.5668,<1H OCEAN,280000,1,2
-122.65,38.24,1948,310,922,313,24,4.95,<1H OCEAN,243600,1,2
-118.18,34.05,616,196,814,180,41,3.3333,<1H OCEAN,115100,0,0
-121.47,41.12,2737,512,1168,442,22,2.83,INLAND,88700,0,0
-122.04,37.99,2765,495,1478,441,36,4.125,NEAR BAY,136200,0,0
-117.91,34.02,5973,1384,4349,1229,17,3.2799,<1H OCEAN,199300,1,1
-118.25,34,1176,309,1267,292,36,1.6382,<1H OCEAN,105000,0,0
-122.69,38.44,1449,281,636,295,40,2.7222,<1H OCEAN,161200,0,1
-120.8,37.61,918,154,469,139,30,3.9688,INLAND,175000,0,1
-122.45,37.72,1729,319,890,300,52,4.3036,NEAR BAY,261800,1,2
-122.43,37.79,3312,1095,1475,997,50,2.7165,NEAR BAY,500001,1,2
-118.32,33.8,3254,717,1593,680,29,4.0536,<1H OCEAN,285800,1,2
-118.25,34.07,4297,1420,4332,1286,18,2.2545,<1H OCEAN,192500,1,1
-116.9,33.93,3183,738,1820,647,34,2.2321,INLAND,71800,0,0
-119.14,35.76,735,137,421,113,30,2.5625,INLAND,156300,0,1
-121.7,37.93,2005,405,972,403,19,2.2216,INLAND,156700,0,1
-119.71,34.45,2183,363,988,351,35,5.5922,<1H OCEAN,384400,1,2
-116.91,32.73,4630,624,2048,575,8,6.4745,<1H OCEAN,300300,1,2
-118.19,34.11,1158,309,1051,322,38,2.286,<1H OCEAN,169300,0,1
-118.13,34.2,1213,206,529,231,45,5.6629,INLAND,234000,1,1
-118.2,34.04,1894,408,1629,379,47,3.7619,<1H OCEAN,127600,0,0
-117.93,33.75,1380,339,1472,304,24,4.2219,<1H OCEAN,162800,0,1
-116.48,33.8,3004,615,437,210,15,3.6667,INLAND,90000,0,0
-117.25,34.51,3200,477,1522,470,7,4.6914,INLAND,142200,0,0
-120.46,37.31,3170,572,1524,565,26,3.48,INLAND,95300,0,0
-117.85,33.79,2102,403,898,365,52,3.6827,<1H OCEAN,236800,1,2
-117.09,32.77,3062,,1263,539,31,3.0875,NEAR OCEAN,291500,1,2
-118.36,33.96,3543,,2742,951,26,2.5504,<1H OCEAN,151300,0,1
-118.3,34.05,1612,650,2028,593,44,1.9152,<1H OCEAN,115600,0,0
-118.32,33.87,2380,404,1212,422,35,5.6254,<1H OCEAN,283800,1,2
-117.69,34.13,2915,371,1271,354,8,7.9627,INLAND,345400,1,2
-117.82,33.74,2720,680,1559,631,25,3.0958,<1H OCEAN,137800,0,0
-121.85,36.6,2381,701,1264,659,21,2.5372,<1H OCEAN,218000,1,1
-121.35,38.55,2607,411,1216,407,22,5.0427,INLAND,126900,0,0
-117.19,33.14,3652,923,1677,728,12,2.3267,<1H OCEAN,92000,0,0
-117.4,33.9,1263,178,508,180,32,3.6667,INLAND,314100,1,2
-121.44,38.64,1678,367,971,307,25,1.0398,INLAND,62100,0,0
-121.43,38.69,927,165,542,148,28,2.5,INLAND,96200,0,0
-121.98,38.36,2434,630,1538,574,24,2.1067,INLAND,101100,0,0
-117.34,34.14,1834,393,1198,348,37,2.225,INLAND,81600,0,0
-117.93,33.91,1698,297,676,273,24,5.2017,<1H OCEAN,364600,1,2
-117.03,32.96,3424,698,1940,645,16,4.121,<1H OCEAN,182100,1,1
-118.12,33.96,1426,235,698,240,36,4.8523,<1H OCEAN,267300,1,2
-121.98,37.26,2331,461,1178,447,27,4.6654,<1H OCEAN,340700,1,2
-122,37.06,2403,376,1149,369,20,6.0621,NEAR OCEAN,304400,1,2
-122.08,37.68,3051,685,1479,668,15,3.5295,NEAR BAY,242200,1,2
-122.1,37.93,10212,1424,4083,1374,20,8.039,NEAR BAY,382200,1,2
-122.04,36.98,1076,206,495,201,51,2.9286,NEAR OCEAN,258300,1,2
-121.95,37.27,1330,271,408,258,17,1.7171,<1H OCEAN,181300,1,1
-117.22,32.87,3512,807,1835,792,14,3.35,NEAR OCEAN,171000,0,1
-123.79,39.44,2290,482,1201,479,49,3.5,<1H OCEAN,113300,0,0
-121.87,37.27,3298,451,1542,423,16,6.7064,<1H OCEAN,305600,1,2
-118.16,34.13,4003,647,1337,631,36,7.723,<1H OCEAN,500001,1,2
-120.95,37.65,136,20,72,22,37,2.2279,INLAND,225000,1,1
-118.35,34.09,2234,689,1334,662,35,2.5444,<1H OCEAN,236100,1,2
-121.88,38,721,117,367,129,22,5.3098,INLAND,151900,0,1
-118.16,34.18,1870,389,1345,391,44,1.8932,<1H OCEAN,136100,0,0
-121.78,38.68,3766,847,1855,817,43,2.3468,INLAND,119400,0,0
-121.34,38.66,4164,963,2032,898,18,2.119,INLAND,133100,0,0
-119.02,35.38,346,92,129,63,48,1.1875,INLAND,63800,0,0
-117.66,34.07,2454,511,1165,504,37,2.9474,INLAND,139600,0,0
-121.97,37.55,4924,1247,3080,1182,17,3.168,<1H OCEAN,189400,1,1
-118.08,34.01,1248,322,1282,326,36,3.2031,<1H OCEAN,147600,0,1
-121.96,37.34,2001,402,942,375,42,4.4453,<1H OCEAN,255400,1,2
-117.99,33.7,2017,357,1063,369,25,4.0345,<1H OCEAN,229400,1,1
-117.27,34.13,1298,254,793,268,40,3.0721,INLAND,83800,0,0
-118.22,33.94,928,249,1108,236,41,3.4323,<1H OCEAN,144600,0,1
-118.5,34.17,880,,369,155,37,4.1429,<1H OCEAN,303600,1,2
-118.48,34.2,3831,1083,2258,967,12,2.4375,<1H OCEAN,255400,1,2
-121.89,37.31,2986,627,1399,613,47,3.7455,<1H OCEAN,247400,1,2
-121.87,37.33,3137,685,2048,651,37,3.0156,<1H OCEAN,270300,1,2
-122.89,38.93,1214,247,504,223,20,2.7188,<1H OCEAN,105700,0,0
-121.94,38.41,1263,211,665,208,15,4.5,INLAND,260900,1,2
-121.8,37.31,2630,446,1789,389,21,5.0543,<1H OCEAN,232000,1,1
-122.11,38.01,1313,306,575,231,39,3.1711,NEAR BAY,116100,0,0
-119.87,36.93,1429,209,702,205,13,4.3625,INLAND,111800,0,0
-118.46,34.26,1394,254,761,262,36,4.9485,<1H OCEAN,217100,1,1
-122.01,37.4,1297,297,441,282,24,3.1439,<1H OCEAN,47500,0,0
-118.15,33.96,1471,451,2272,482,33,2.5385,<1H OCEAN,160900,0,1
-117.95,33.84,1378,492,1202,448,32,3.4028,<1H OCEAN,183700,1,1
-118.33,33.79,4389,873,2069,901,29,4.1071,<1H OCEAN,365600,1,2
-118.7,34.24,2405,462,1011,378,28,4.504,<1H OCEAN,204300,1,1
-122.42,37.76,1190,400,1270,332,52,2.0329,NEAR BAY,225000,1,1
-117.96,33.88,3578,461,1588,466,25,6.2556,<1H OCEAN,341300,1,2
-117.93,34.04,1336,239,905,253,30,4.8854,<1H OCEAN,178100,0,1
-118.85,34.21,2195,414,1360,401,29,3.4773,<1H OCEAN,206700,1,1
-122.21,37.79,1745,409,1143,386,35,2.875,NEAR BAY,143800,0,1
-119.26,34.27,1972,382,1029,411,36,3.7337,NEAR OCEAN,209000,1,1
-118.26,33.98,762,206,854,188,43,1.2315,<1H OCEAN,98200,0,0
-118.33,34.08,1777,454,671,439,52,3.5083,<1H OCEAN,500001,1,2
-118.25,34.02,1368,486,2239,461,35,1.913,<1H OCEAN,114300,0,0
-118.66,34.18,6612,857,2519,843,25,8.3912,<1H OCEAN,419000,1,2
-117.67,33.51,1645,393,1490,355,18,3.4792,<1H OCEAN,126400,0,0
-118.96,35.37,1603,374,1026,337,40,1.365,INLAND,54300,0,0
-122.29,40.47,2858,612,1422,589,20,1.9657,INLAND,63000,0,0
-117.21,32.85,2593,521,901,456,15,4.2065,NEAR OCEAN,277800,1,2
-118.09,33.84,1594,295,1061,320,27,4.7917,<1H OCEAN,217700,1,1
-117.24,34.59,5027,797,1869,686,4,3.5507,INLAND,186100,1,1
-122,37.31,4211,918,2389,861,33,4.7235,<1H OCEAN,242200,1,2
-117.79,33.68,2106,319,1002,332,10,8.735,<1H OCEAN,375300,1,2
-117.01,32.77,2311,536,1005,525,24,2.9,<1H OCEAN,185200,1,1
-122.4,37.78,352,132,313,105,32,2.5742,NEAR BAY,350000,1,2
-118.06,34.08,1197,260,942,245,34,3.4202,<1H OCEAN,189100,1,1
-117.31,34.11,1105,257,816,197,41,1.9375,INLAND,64100,0,0
-117.39,34.09,5736,945,3528,932,10,4.3958,INLAND,130700,0,0
-122.19,37.46,5419,1183,2002,1138,34,4.1985,NEAR BAY,500001,1,2
-122.68,38.76,994,226,302,117,29,2.3125,INLAND,67900,0,0
-117.95,34.06,2252,415,1370,411,32,4.6312,<1H OCEAN,184800,1,1
-119.72,36.34,1287,214,580,210,33,3.2019,INLAND,112500,0,0
-118.01,33.89,2046,327,1018,320,33,4.2292,<1H OCEAN,212800,1,1
-118.29,34.08,479,182,557,170,34,1.525,<1H OCEAN,210000,1,1
-121.64,37.14,5487,1024,2823,979,14,4.175,<1H OCEAN,229800,1,1
-115.51,32.99,1402,287,1104,317,20,1.9088,INLAND,63700,0,0
-117.41,34.23,889,131,439,141,17,6.1426,INLAND,155000,0,1
-118.22,33.8,1984,477,1764,440,33,3.875,NEAR OCEAN,165100,0,1
-121.83,39.1,1282,198,451,159,42,3.2917,INLAND,97900,0,0
-117.99,33.89,5195,1020,2539,988,21,4.5033,<1H OCEAN,160500,0,1
-118.21,33.81,1816,398,1524,388,45,3.8586,NEAR OCEAN,157900,0,1
-122.39,37.76,2316,468,1047,476,52,4.5057,NEAR BAY,321600,1,2
-124.23,40.54,2694,453,1152,435,52,3.0806,NEAR OCEAN,106700,0,0
-116.53,33.88,4423,763,1906,667,5,4.6855,INLAND,125200,0,0
-118.32,33.81,2113,380,1109,360,27,4.7062,<1H OCEAN,357000,1,2
-117.14,33.15,1149,182,702,192,17,5.5696,<1H OCEAN,168400,0,1
-118.05,33.78,3112,435,1098,401,25,6,<1H OCEAN,353500,1,2
-118.36,33.81,1575,300,881,309,26,5.1778,<1H OCEAN,359900,1,2
-119.21,34.31,7548,1038,2855,1008,22,6.729,NEAR OCEAN,409300,1,2
-122.47,37.72,1690,307,770,294,49,4.5913,NEAR OCEAN,259700,1,2
-119.31,36.63,1874,416,1834,432,26,1.6486,INLAND,55200,0,0
-122.36,37.94,907,188,479,161,45,3.0862,NEAR BAY,79000,0,0
-118.85,34.27,187,33,130,35,50,3.3438,<1H OCEAN,500001,1,2
-118.41,34.18,1975,384,882,406,35,4.375,<1H OCEAN,291700,1,2
-118.49,34.11,6603,879,2336,868,27,13.2935,<1H OCEAN,500001,1,2
-118.09,33.91,2369,604,1546,464,14,3.7969,<1H OCEAN,159400,0,1
-122.88,39.14,1125,231,521,196,20,2.2188,INLAND,106300,0,0
-117.91,33.79,4417,1054,2759,983,22,4.25,<1H OCEAN,170300,0,1
-122.57,38.02,9531,1487,3798,1409,33,5.6512,NEAR BAY,314000,1,2
-118.36,34.03,2365,638,2259,607,38,2.0879,<1H OCEAN,120700,0,0
-117.06,33.15,2155,379,1158,360,24,4.7941,<1H OCEAN,147500,0,1
-118.06,34.07,2308,674,3034,691,30,2.3929,<1H OCEAN,184400,1,1
-122.65,38.24,3273,579,1431,539,49,4.275,<1H OCEAN,227600,1,1
-122.16,37.71,666,132,366,134,36,3.4643,NEAR BAY,175000,0,1
-122.25,39.79,2127,412,1104,369,16,3.0469,INLAND,72200,0,0
-123.91,41.68,1880,360,743,314,22,2.9688,<1H OCEAN,152700,0,1
-118.1,33.9,1237,243,776,246,43,4.325,<1H OCEAN,166000,0,1
-119.77,36.86,4139,544,1843,562,7,8.2737,INLAND,193500,1,1
-117.82,33.65,2105,302,830,286,18,6.3822,<1H OCEAN,362500,1,2
-115.52,32.98,1302,327,1244,316,21,2.2054,INLAND,66400,0,0
-117.79,33.76,2037,252,796,249,25,11.0546,<1H OCEAN,487200,1,2
-122.08,37.63,691,127,431,149,33,4.25,NEAR BAY,192600,1,1
-118.09,33.74,1671,390,871,367,44,4.6369,NEAR OCEAN,422200,1,2
-122.7,38.44,883,202,401,194,45,3.2845,<1H OCEAN,178300,0,1
-122.43,37.75,2960,623,1191,589,52,3.95,NEAR BAY,347700,1,2
-121.09,38.19,762,140,358,141,23,2.4545,INLAND,105000,0,0
-117.25,34.11,2173,560,1509,486,30,1.4079,INLAND,67700,0,0
-118.14,33.92,3731,853,2313,801,31,3.2237,<1H OCEAN,218200,1,1
-122.48,37.69,2993,512,1594,546,42,4.4821,NEAR OCEAN,252400,1,2
-120.9,39.95,1349,238,601,203,20,3.5417,INLAND,96600,0,0
-119.8,36.72,1286,360,972,345,43,0.9513,INLAND,50400,0,0
-118.38,34.05,702,,458,187,49,4.8958,<1H OCEAN,333600,1,2
-117.2,34.14,1920,333,890,323,18,5.159,INLAND,144800,0,1
-122.58,38.08,10839,1637,4406,1623,27,5.615,NEAR BAY,285600,1,2
-118.3,33.87,1398,261,823,263,31,5.0641,<1H OCEAN,234900,1,2
-117.13,32.76,2280,695,1235,664,27,1.9392,NEAR OCEAN,142900,0,1
-122.07,37.67,2932,739,1198,624,28,3.2417,NEAR BAY,210800,1,1
-122.01,37.53,1890,303,889,314,27,5.7057,NEAR BAY,287600,1,2
-122.39,37.6,2304,384,986,379,44,4.652,NEAR OCEAN,387100,1,2
-121.84,39.76,2351,620,1215,548,14,2.3155,INLAND,102300,0,0
-122.02,37.37,5686,1489,3250,1329,8,4.2782,<1H OCEAN,327700,1,2
-122.27,37.91,1930,315,692,296,47,6.3669,NEAR BAY,315500,1,2
-122.52,38.99,975,219,337,155,16,1.6607,INLAND,77800,0,0
-118.42,34.31,6755,1443,4205,1395,19,3.9583,<1H OCEAN,163200,0,1
-122.15,37.72,4169,1047,2024,962,29,2.8125,NEAR BAY,157400,0,1
-117.8,33.63,32,9,26,11,8,4.1944,<1H OCEAN,270800,1,2
-122.13,37.69,1131,278,560,237,34,2.875,NEAR BAY,161700,0,1
